ExchangeCode,ShortName
MITCON,MITCON
SMVD,SMVPLO
XELPMOC,XELDES
TVSMOTOR,TVSMOT
MID150BEES,REL150
GATEWAY,GATDIS
SURANI,SURSTE
SPRL,SPREF
GMRP&UI,GMRPOW
SBIHOMEFIN,SBIHOM
CHALET,CHAHOT
BLUECOAST,BLUCOA
COOLCAPS,COOCAP
DHAMPURSUG,DHASUG
MARDIACHEM,MARCHE
NLCINDIA,NEYLIG
AKSHOPTFBR,AKSOPT
MSUMI,MOTSU
DMCC,DHAMOR
KNAGRI,KNAGR
SWARAJ,SWASUI
INDOBORAX,INDBOR
KOTAKLOVOL,KOTLVO
BLUECHIP,BLUC
VETO,VETSWI
MOLOWVOL,MOTLOV
JENSONICOL,JENNIC
DIL,DEBSAL
TATASTLBSL,BHUST
KRISHIVAL,EMPCAS
NATNLSTEEL,NATSTE
MUKTAARTS,MUKART
DIGITALEQP,DIGEQU
VRLLOG,VRLLOG
CITURGIBIO,CITBIO
TORRENGUJ,TORGUJ
AMBUJARAJN,DLFCEM
TCIFINANCE,TCIFIN
SHAILY,SHAILY
SREERAYALK,SRERAY
S&SPOWER,SSPOWE
PROPEQUITY,PEANA
PNBGILTS,PNBGIL
ASTRON,ASTPAP
DRBECK,ELABEC
ANSALAPI,ANSPRO
BLUESTINFO,BLUIN
MEP,MEPINF
DSKULKARNI,DSKULK
EASTSUGIND,EASSUG
DRIND,DRIND
KRISHNADEF,KRIDEF
MAFATLAFIN,MAFFI
OBCL,ORIBEN
ALPICFIN,ALPFIN
SONAMCLOCK,SONCL
DRREDDY,DRREDD
PRIVISCL,ADIFIN
GAEL,GUJAE
BCG,LYCINT
USHAMART,USHMA
GOVINRUBER,GOVRUB
INDRAMEDCO,INDMED
IVP,IVP
CHOICEIN,CHOINT
PENNARALUM,PENALU
KEEPLEARN,DSJCOM
TNIDETF,TATNID
OISL,OCLIRO
VERANDA,VERLEA
SATHAISPAT,SATISP
MINDPOOL,MINTEC
ALBRMORARJ,ALBWIL
E2E,E2ENET
RITCO,RITLOG
ELDEHSG,ELDHOU
TTML,TATTE
KHAICHEM,KHAFER
HARDWYN,GARIND
HARIOMPIPE,HARPIP
PARASPETRO,PARPET
NGIL-RE,NAKRE1
MRO-TEK,MROTEK
BCIL-RE,BHCRE1
NOVARTIND,NOVART
NOVOPANIND,NOVIND
ANUP,THEANU
GALPOWTEL,GALPOW
JSLL,JEESIK
UFO,UFOMOV
AGROPHOS,AGRPHO
710GS2029,710D29
ROTO,ROTPUM
REGENCERAM,REGCER
NIFTYEES,EDENIF
AURUM-RE,MAJRE1
PIXTRANS,PIXTRA
EICHERMOT,EICMOT
ARVINDFASN,ARVFAS
INDOAMIN,INDAMI
TIPSINDLTD,TIPIND
IBULHSGFIN,IBHN32
EQUITASBNK,EQUSMA
IBULHSGFIN,IBHN33
IBULHSGFIN,IBHN34
BALAJITELE,BALTEL
EIDPARRY,EIDPAR
IBULHSGFIN,IBHN35
VISIONLTD,VISORG
UTISXN50,UTINEX
IBULHSGFIN,IBHN36
EIHOTEL,EIHLIM
IBULHSGFIN,IBHN37
IBULHSGFIN,IBHN38
IBULHSGFIN,IBHN39
IBULHSGFIN,IBHN40
IBULHSGFIN,IBHN41
TPLPLASTEH,TPLPLA
IBULHSGFIN,IBHN42
NILAINFRA,NILINF
IBULHSGFIN,IBHN43
ARROWGREEN,ARRGRE
IBULHSGFIN,IBHN44
AZTECSOFT,AZTEC
IBULHSGFIN,IBHN45
IBULHSGFIN,IBHN46
ELECTCAST,ELECAS
KRITIKA,KRIWIR
SINTEX,SININD
STARTECK,NIVMER
STLTECH,STETEC
RAVALSUGAR,RAVSUG
POLARIND,POLIND
PNC,PRINAN
UGROCAP,UGRND3
IOB,INDOVE
ORCHPHARMA,ORCPHA
UGROCAP,UGRND5
TAJGVK,TAJGVK
MSTCLTD,MSTLIM
DPABHUSHAN,DPABH
UGROCAP,UGRND6
CAMPUS,CAMACT
ELGIEQUIP,ELGEQU
LEMERITE,LEMER
QUINTEGRA,QUISOL
TRU,DHAF
EMBASSY,EMBOFF
CREATIVEYE,CREEYE
PNCINFRA,PNCINF
LANCER,LANCON
ABGHEAVY,STAENT
PGHL,MERLIM
RAINBOW,RAICHI
NUTEK,NUTIND
SILVERTUC,SILTOU
SKIPPER,SKILTD
AXISCADES,AXIIT
NOVAIRNSTL,NOVIRO
SONUINFRA,SONINF
ESSEN-RE,INTRE1
RELMEDIA,ADLFIL
448GS2023,448K23
BTML-RE,BODRE1
LICI,LIC
DHANILOANS,ICFN34
DHANILOANS,ICFN35
DHANILOANS,ICFN36
DHANILOANS,ICFN37
DHANILOANS,ICFN38
DHANILOANS,ICFN39
DHANILOANS,ICFN40
727GS2026,727D26
762GS2039,762I39
SAKAR,SAKHEA
CKFSL,CNKFIN
ESABINDIA,ESAIND
RVNL,RAIVIK
PRUDENT,PRUCOP
AKSHAR,AKSSPI
667GS2050,667K50
KHFM,KHFHOS
MAHESHWARI,MAHLOG
ESCORTS,ESCORT
METROPOLIS,METHEA
754GS2036,7.54E+38
POLYCAB,POLI
VENUSPIPES,VENPIP
DELHIVERY,DELLIM
CLUTCHAUTO,CLUAUT
772GS2049,772F49
ICDSLTD,ICDS
SPLPETRO,SUPPET
DYNPRO-RE,DYNRE1
KHANDSE,KHASEC
BSELINFRA,BSEINF
RELCHEMQ,RELCHE
MEDICO,MEDREM
HIKAL,HIKCHE
SUBEXLTD,SUBSYS
SOUTHWEST,SOUWES
KPITTECH,KPITE
TRIDENT,TRILTD
ESSAROIL,ESSOIL
PARADEEP,PARPHO
ETHOSLTD,ETHLIM
EMUDHRA,EMULIM
GSTL,GLOT
EASTSILK,EASSIL
FORTISFIN,DIOGLO
KAMATHOTEL,KAMHOT
TATAYODOGA,TOYROL
EPL,ESSPRO
AETHER,AETIND
SHIRPUR-G,SHIGOL
COMPUDYNE,COMWI
HARYANSHET,HARSHE
HAVELLS,HAVIND
NAVIFIN,NAVND3
NAVIFIN,NAVND4
NV20BEES,RENV20
NAVIFIN,NAVND5
NAVIFIN,NAVND6
RILINFRA,RACINF
FIDEL,FIDSOF
WEWIN,SURBPO
NEXTMEDIA,NEXMED
794TN32,STAND3
GOLDTECH,GOLTEC
CHEVIOT,CHECOM
CUBEXTUB,CUBTUB
TNTELE,TAMTEL
769GS2043,769F43
SMARTLINK,SMANET
AIRAN,AIRLTD
AXITA,AXICOT
763GS2059,763F59
738GS2027,738F27
NEOGEN,NEOCHE
ALANKIT,ALALIM
EVERESTIND,ETEEVE
VIKASLIFE,VIKMUL
IBMFNIFTY,INDNIF
ONEPOINT,ONEPOI
669GS2024,669F24
EUROTEXIND,EURIND
CGIOFS,CGIOFS
CNX 100,CNX100
CNX DEFTY,DEFTY
CNX Nifty Junior,CNXNIF
COAOFS,COAOFS
DJIA,DJIA
DREOFS,DREOFS
ENGOFS,ENGOFS
FTSE,FTSE
INDVIX,INDVIX
IOCOFS,IOCOFS
JKUOFS,JKUOFS
CHETTINAD,CHECEM
FLOATGLASS,FLOIND
PASUPATI,PASFAB
FAME,SHRCIN
TECHNOELEC,TECELE
NIFTY 50,NIFTY
NIFTY BANK,CNXBAN
NIFTY FINANCIAL,NIFFIN
NIFTY INFRA,CNXINF
NIFTY IT,CNXIT
NIFTY MIDCAP,NIFSEL
NIFTY MIDCAP 50,NIFMID
NIFTY PSE,CNXPSE
NTPOFS,NTPOFS
Nifty CPSE,NIFCPS
POWOFS,POWOFS
RUROFS,RUROFS
MINIFTY,MINIFT
S&P500,SNP500
SAYOFS,SAYOFS
SGBNOV258,SGBT15
